nom_bassin_versant,latitude_centroide,longitude_centroide,quantile_prelevement_national,score_secheresse,classe_secheresse,classe_prelevement,classe_bivariee,volume_moyen_preleve_m3_an,nb_communes,rang_secheresse_national
Le Laurhibar,43.1377,-1.1326,41.77,0.0,faible/nulle,modere,0-1,195524.8,11,0.0
Ile de Port Cros,43.0056,6.3944,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Salat du confluent de l'Arbas (Bouchot) au confluent du Lens,43.0915,0.9839,47.39,0.74,faible/nulle,modere,0-1,282629.0,3,81.4
La Lèze du confluent du Monesple (inclus) au confluent du Pouzoul,43.1156,1.4579,26.66,0.73,faible/nulle,faible,0-0,50441.6,4,81.4
Le Volp du confluent de la Bergère au confluent du Plat-Riou Bedet,43.1203,1.1611,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
Le Gave d'Aspe du confluent de l'Arrec de la Poursiouque (inclus) au confluent du Gave de Lourdios,43.0707,-0.5633,27.06,0.46,faible/nulle,faible,0-0,52606.8,2,80.7
La Garonne du confluent du Ger au confluent de la Lère (incluse),43.1166,0.8445,91.1,0.0,faible/nulle,fort,0-2,18357055.4,13,0.0
Le Béez de sa source au confluent du Soulens,43.0869,-0.3218,84.25,0.0,faible/nulle,fort,0-2,4252344.4,1,0.0
La Baïse de sa source au confluent du Lizon (inclus),43.1895,0.347,58.94,0.0,faible/nulle,modere,0-1,578017.4,9,0.0
L'Echez de sa source au confluent du Baradans,43.1017,0.0326,31.99,0.0,faible/nulle,faible,0-0,89935.0,16,0.0
Le Gave de Pau du confluent du Nès au confluent du Rieulhès,43.0891,-0.0811,37.89,0.0,faible/nulle,modere,0-1,150262.4,7,0.0
Le Gave de Pau du confluent du Rieulhès (inclus) au confluent du Cau de Céberi,43.0794,-0.1582,34.03,0.0,faible/nulle,modere,0-1,107580.0,1,0.0
Le Gave d'Issaux - de Lourdios du confluent de l'Arrec de Laünde au confluent du Gave d'Aspe,43.0807,-0.674,40.77,0.0,faible/nulle,modere,0-1,181108.0,1,0.0
Le Vert de Barlanès,43.0788,-0.7811,45.68,0.0,faible/nulle,modere,0-1,250516.6,1,0.0
Le Saison du confluent du Gave de Saint-Engrâce au confluent de l'Apoura,43.0832,-0.8516,35.71,0.0,faible/nulle,modere,0-1,127701.4,7,0.0
La Nive de Béherobie de sa source au confluent de l'Esterenguibel,43.0642,-1.2024,57.89,0.0,faible/nulle,modere,0-1,545242.4,1,0.0
Le Bastan du confluent de la Glère (incluse) au confluent du Bastan de Sers,42.8736,0.085,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Hers vif du confluent du Bessous (inclus) au confluent du Douctouyre,43.1156,1.8111,54.08,1.54,faible/nulle,modere,0-1,442705.4,6,83.6
L'Ambrone du confluent du ruisseau del Barbut (inclus) au confluent de l'Hers vif,43.079,1.995,28.15,0.0,faible/nulle,faible,0-0,60766.0,4,0.0
L'Hers vif du confluent du Douctouyre au confluent de la Vixiège,43.1206,1.7296,83.23,2.59,moderee,fort,1-2,3740737.8,8,86.9
Le Sou,43.082,2.5169,28.37,0.0,faible/nulle,faible,0-0,61990.6,8,0.0
L'Aude du Sou au Lauquet,43.1169,2.2613,96.36,0.0,faible/nulle,fort,0-2,217337338.8,7,0.0
Le Crieu du confluent du ruisseau de Fangasse au confluent de l'Ariège,43.1267,1.6415,25.34,0.0,faible/nulle,faible,0-0,43384.0,3,0.0
L'Ariège du confluent du Dalou au confluent de l'Estrique de Saint-Victor,43.0819,1.5919,88.32,0.12,faible/nulle,fort,0-2,8169530.6,6,80.2
L'Estrique de Saint-Victor,43.1134,1.5495,81.35,0.0,faible/nulle,fort,0-2,3073735.8,7,0.0
L'Ouzom du confluent du Gerse (inclus) au confluent du Thouet,43.0734,-0.2268,57.23,0.0,faible/nulle,modere,0-1,523840.0,2,0.0
L'Arize du confluent du Pujol au confluent du Menay,43.0731,1.3737,68.36,0.0,faible/nulle,fort,0-2,1093914.8,3,0.0
Le Gave d'Aspe du confluent du Gabarret au confluent de l'Arrec de la Poursiouque,43.0317,-0.5958,25.97,0.0,faible/nulle,faible,0-0,46846.0,1,0.0
La Garonne du confluent de la Neste au confluent du Rieutord (inclus),43.0906,0.5984,83.15,0.0,faible/nulle,fort,0-2,3684074.4,17,0.0
Le Gave d'Ossau du confluent du Cotcharas au confluent du Valentin,42.948,-0.4321,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Arros du confluent du Lalherde (inclus) au confluent de l'Aygue Caoute,43.0746,0.2395,65.18,0.0,faible/nulle,modere,0-1,869538.0,16,0.0
Le Vert de sa source au confluent du Vert de Barlanès,43.0567,-0.7418,43.76,0.0,faible/nulle,modere,0-1,221016.4,1,0.0
Le Gave d'Ossau du confluent de l'Arrigast au confluent du Lau (inclus),43.0452,-0.4257,43.64,0.0,faible/nulle,modere,0-1,220072.6,3,0.0
L'Iratiko erreka,43.0297,-1.0688,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Ger du confluent du Job au confluent de la Garonne,43.0569,0.8033,31.06,0.0,faible/nulle,faible,0-0,82776.0,3,0.0
L'Hers vif du confluent du Canal du Moulin de Basset (inclus) au confluent du Bessous,43.0867,1.8603,56.18,0.0,faible/nulle,modere,0-1,492766.8,4,0.0
La Lèze de sa source au confluent du Monesple,43.056,1.4624,25.69,0.0,faible/nulle,faible,0-0,45182.6,4,0.0
Le Volp de sa source au confluent de la Bergère (inclus),43.0501,1.2103,8.13,3.25,moderee,faible,1-0,0.0,4,88.4
Le Ouastadet,43.0371,0.6922,33.62,0.0,faible/nulle,modere,0-1,104822.6,6,0.0
L'Arize du confluent de l'Artillac au confluent du Pujol,43.0292,1.3418,16.82,0.0,faible/nulle,faible,0-0,1729.0,3,0.0
L'Adour du confluent de l'Adour de Lesponne au confluent de la Gailleste (Anou),43.051,0.167,81.9,0.0,faible/nulle,fort,0-2,3214649.2,1,0.0
Le Valentin,42.9459,-0.3516,60.8,0.0,faible/nulle,modere,0-1,644019.4,1,0.0
L'Adour du confluent de l'Oussouet (inclus) au confluent de la Douloustre (incluse),43.0601,0.0927,29.67,0.0,faible/nulle,faible,0-0,71325.0,7,0.0
Le Nès du confluent du Nabias (inclus) au confluent du Gave de Pau,43.0335,0.0043,80.61,0.0,faible/nulle,fort,0-2,2816363.4,6,0.0
Le Gave d'Ossau du confluent du Valentin au confluent de l'Arrec de Légnère,42.9968,-0.4094,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Saison du confluent de l'Olhadoko Erreka (inclus) au confluent du Gave de Saint-Engrâce,42.9995,-0.9266,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Ouzom de sa source au confluent de l'Hougarou,42.9773,-0.2955,30.81,0.0,faible/nulle,faible,0-0,80384.2,3,0.0
La Bouigane du confluent du Goute de Sipet (inclus) au confluent du Cassech (inclus),42.926,0.9048,34.08,0.0,faible/nulle,modere,0-1,108101.4,6,0.0
L'Ambrone de sa source au confluent du ruisseau del Barbut,43.0206,2.0632,16.9,0.0,faible/nulle,faible,0-0,2274.0,3,0.0
Le Salat du confluent du Badech au confluent de la Gouarège,43.0319,1.0916,23.12,0.0,faible/nulle,faible,0-0,30933.4,6,0.0
L'Hers vif du confluent de l'Ambrone au confluent du Canal du Moulin de Basset,43.0699,1.9035,40.17,1.76,faible/nulle,modere,0-1,175076.6,9,84.4
Le Douctouyre du confluent du Ternesse (inclus) au confluent de l'Hers vif,43.0409,1.7519,8.13,0.0,faible/nulle,faible,0-0,0.0,4,0.0
L'Ariège du confluent du Vernajoul (Fajal) au confluent du Dalou,43.0175,1.5916,44.45,0.0,faible/nulle,modere,0-1,231818.2,7,0.0
Le Pujol,43.0313,1.2926,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
Le Salat du confluent de la Gouarège au confluent de l'Arbas (Bouchot),43.04,0.9823,28.63,0.0,faible/nulle,faible,0-0,63542.0,7,0.0
La Gouarège,43.0015,1.0395,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
Le Gave d'Azun du confluent du Canau (inclus) au confluent du Gave d'Estaing,42.977,-0.1898,21.83,0.0,faible/nulle,faible,0-0,24585.8,3,0.0
L'Arbas (Bouchot) du confluent du Rucan (inclus) au confluent du Salat,43.0311,0.9155,24.27,0.0,faible/nulle,faible,0-0,37400.0,8,0.0
Le Cotcharas,42.9351,-0.4925,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Arros de sa source au confluent du Lalherde,43.0329,0.2995,70.42,0.0,faible/nulle,fort,0-2,1239645.0,11,0.0
Le Nès de sa source au confluent du Nabias,42.9895,0.0295,19.23,0.0,faible/nulle,faible,0-0,11664.6,1,0.0
L'Ouzom du confluent de l'Hougarou (inclus) au confluent du Gerse,43.0252,-0.2664,22.77,0.0,faible/nulle,faible,0-0,29113.4,1,0.0
Le Gave d'Aydius (Gabarret),42.9932,-0.5196,29.08,0.0,faible/nulle,faible,0-0,66423.8,1,0.0
Le Gave d'Aspe du confluent du Gave de la Berthe (incluse) au confluent du Gabarret,42.9735,-0.6024,30.91,0.0,faible/nulle,faible,0-0,81931.2,1,0.0
Le Gave d'Issaux - de Lourdios de sa source au confluent de l'Arrec de Laünde,43.0081,-0.6969,29.54,0.0,faible/nulle,faible,0-0,70459.2,2,0.0
Le Gave de Saint-Engrâce du confluent des Gorges de Kakouéta (incluses) au confluent du Saison,42.9984,-0.8614,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Douctouyre du confluent du Sautel (inclus) au confluent du Ternesse,42.9991,1.819,18.1,2.43,faible/nulle,faible,0-0,6596.0,5,86.5
L'Ariège du confluent de l'Arget au confluent du Vernajoul (Fajal ) (inclus),42.9851,1.6281,31.39,0.0,faible/nulle,faible,0-0,85362.6,4,0.0
Le Ger du confluent du Rossignol (inclus) au confluent du Job,43.0059,0.8133,42.07,0.0,faible/nulle,modere,0-1,198923.8,4,0.0
L'Hers vif du confluent du Blau au confluent du Touyre,42.9928,1.9913,87.78,0.0,faible/nulle,fort,0-2,7408076.4,5,0.0
L'Adour de Lesponne du confluent du Binaros (inclus) au confluent de l'Adour,43.0058,0.1418,27.61,0.0,faible/nulle,faible,0-0,56120.8,1,0.0
Le Salat du confluent de l'Arac au confluent du Badech (inclus),42.9978,1.2053,16.4,0.0,faible/nulle,faible,0-0,204.0,6,0.0
Le Lez du confluent du Sour au confluent du Salat,42.965,1.1065,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Nistos,42.999,0.4821,48.76,4.44,moderee,modere,1-1,309997.4,7,90.7
L'Adour du confluent de l'Adour du Tourmalet au confluent de l'Adour de Lesponne,42.9892,0.1967,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Adour de Lesponne de sa source au confluent du Binaros,42.9627,0.0892,68.35,0.0,faible/nulle,fort,0-2,1093317.6,1,0.0
L'Ariège du confluent du Sios au confluent de l'Arget,42.9458,1.6209,8.13,0.0,faible/nulle,faible,0-0,0.0,1,0.0
L'Arize de sa source au confluent de l'Estrème (Alzen) (inclus),42.9654,1.4096,30.04,0.0,faible/nulle,faible,0-0,74514.0,4,0.0
Le Touyre du confluent du Pelail au confluent de l'Hers vif,42.9781,1.8855,34.93,0.0,faible/nulle,modere,0-1,117915.2,7,0.0
Le Job de sa source au confluent du Ouastadet,42.9815,0.7338,44.58,0.74,faible/nulle,modere,0-1,233719.6,7,81.4
L'Arize du confluent de l'Estrème (Alzen) au confluent de l'Artillac (inclus),42.9921,1.4012,60.3,0.0,faible/nulle,modere,0-1,622705.4,7,0.0
Le ruisseau des Pugues,42.8521,0.8846,18.71,0.0,faible/nulle,faible,0-0,9554.0,1,0.0
La Garonne du confluent de la Pique au confluent de l'Ourse,42.9684,0.6382,39.26,0.0,faible/nulle,modere,0-1,165633.2,18,0.0
L'Adour de sa source au confluent de l'Adour du Tourmalet,42.9318,0.2696,31.62,0.0,faible/nulle,faible,0-0,87151.4,1,0.0
Côtiers du ruisseau de Corbaia inclus au ruisseau de Poggiolo inclus,42.7078,9.4329,49.39,0.0,faible/nulle,modere,0-1,325853.4,3,0.0
La Neste du confluent de la Neste de Clarabide (Louron) au confluent du Nistos,42.9954,0.4096,88.53,0.0,faible/nulle,fort,0-2,8397500.4,27,0.0
L'Arget du confluent de la Baloussière au confluent de l'Ariège,42.9487,1.536,56.76,0.0,faible/nulle,modere,0-1,509366.0,6,0.0
Le Gave d'Azun du confluent du Masseys (inclus) au confluent du Labardaus,42.9033,-0.2864,42.24,0.0,faible/nulle,modere,0-1,201758.0,1,0.0
La Bouigane du confluent du Cassech au confluent du Lez,42.9323,0.9804,31.51,0.0,faible/nulle,faible,0-0,86077.4,6,0.0
L'Arget de sa source au confluent de la Baloussière (incluse),42.953,1.4786,29.34,0.0,faible/nulle,faible,0-0,69485.8,3,0.0
Le Blau des Mouillères au confluent de l'Hers vif,42.9419,2.0468,42.11,0.0,faible/nulle,modere,0-1,199203.4,2,0.0
Le Lez du confluent de la Bouigane au confluent du Sour (inclus),42.9393,1.0527,44.47,0.0,faible/nulle,modere,0-1,231959.2,5,0.0
L'Hers vif du confluent du Benaix au confluent du Blau,42.9425,1.9629,48.63,0.0,faible/nulle,modere,0-1,306864.8,5,0.0
L'Adour du Tourmalet de sa source au confluent de l'Adour,42.9245,0.1979,60.95,0.0,faible/nulle,modere,0-1,649951.0,1,0.0
Le Gave de Pau du confluent du Pont du sac (inclus) au confluent de l'Isaby,42.9111,-0.0383,34.01,0.0,faible/nulle,modere,0-1,107553.4,4,0.0
Le Gave de Cauterets du confluent du Gave de Cambasque au confluent du Gave de Pau,42.9243,-0.1048,77.62,5.11,moderee,fort,1-2,2133612.8,2,91.8
Côtiers du Fium Albino inclus à l'Aliso,42.6901,9.346,44.98,0.0,faible/nulle,modere,0-1,240253.4,3,0.0
Le Douctouyre de sa source au confluent du Sautel,42.9321,1.7623,62.0,1.66,faible/nulle,modere,0-1,708376.2,5,84.0
Le Sios,42.914,1.6922,54.02,2.24,faible/nulle,modere,0-1,439319.2,7,86.0
Le Salat du confluent de l'Arac au conflent du Lez,42.9299,1.1937,85.59,1.98,faible/nulle,fort,0-2,4994451.2,7,85.2
Le Ger de son confluent au confluent du Rossignol,42.9297,0.806,42.35,0.0,faible/nulle,modere,0-1,203187.0,3,0.0
L'Ourse de Sost,42.9084,0.5643,76.57,0.0,faible/nulle,fort,0-2,1959243.6,3,0.0
L'Ourse de sa source au confluent de l'Ourse de Sost,42.9221,0.5014,84.81,0.0,faible/nulle,fort,0-2,4505261.2,2,0.0
Le Bastan du confluent du Dets Coubous (inclus) au confluent de la Glère,42.887,0.1181,60.01,0.0,faible/nulle,modere,0-1,613191.4,2,0.0
Le Gave de Pau du confluent du Bastan au confluent du Pont du sac,42.8756,-0.0434,37.91,0.0,faible/nulle,modere,0-1,150309.8,1,0.0
Le Gave d'Estaing de sa source au confluent du Garren Blanc,42.8702,-0.2242,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Gave Soussouéou,42.888,-0.3567,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Gave d'Aspe du confluent du Gave du Baralet (inclus) au confluent du Gave de Belonce,42.8747,-0.5421,25.46,0.0,faible/nulle,faible,0-0,44040.0,2,0.0
Le Blau de sa source au confluent des Mouillères (incluses),42.8827,2.0692,36.68,0.0,faible/nulle,modere,0-1,136459.2,2,0.0
Le Saint-Nicolas,42.8565,1.8292,21.41,0.0,faible/nulle,faible,0-0,22431.8,1,0.0
Le Gave de Brousset de sa source au confluent de la Sourde de Saoubiste,42.8282,-0.3966,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Arac du confluent de l'Aroulac au confluent du Salat,42.898,1.2893,39.1,0.0,faible/nulle,modere,0-1,164134.8,3,0.0
Le Lez du confluent du Ribérot au confluent de la Bouigane,42.8777,1.0528,37.07,0.0,faible/nulle,modere,0-1,141699.2,4,0.0
La Neste du confluent du Lavedan au confluent de la Neste de Clarabide (Louron),42.8672,0.3057,59.36,0.0,faible/nulle,modere,0-1,591348.2,8,0.0
La Garonne du confluent du rieu argellé (inclus) au confluent de la Pique,42.8832,0.7532,57.28,11.12,forte,modere,2-1,525837.4,7,97.8
La Bastan du confluent du Bastan de Cers (inclus) au confluent du Gave de Pau,42.8837,0.0459,23.62,0.0,faible/nulle,faible,0-0,33906.2,5,0.0
Le Gave de Pau du confluent du Mensongé (inclus) au confluent du Bastan,42.8501,0.0165,46.78,0.0,faible/nulle,modere,0-1,269286.6,2,0.0
Le Gave de Bious,42.8547,-0.4613,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Touyre de sa source au confluent du Pelail (inclus),42.8822,1.7935,74.68,1.41,faible/nulle,fort,0-2,1654103.6,3,83.2
L'Agly de sa source à la Boulzane,42.8508,2.4573,21.78,0.0,faible/nulle,faible,0-0,24223.6,2,0.0
L'Hers vif du confluent de la Cournette au confluent du Saint-Nicolas,42.8465,1.8888,27.32,0.0,faible/nulle,faible,0-0,53822.4,2,0.0
La Courbière,42.8416,1.5147,46.65,0.0,faible/nulle,modere,0-1,267027.8,3,0.0
Le Lez de sa source au confluent du ruisseau des Pugues,42.8222,0.9234,25.53,0.0,faible/nulle,faible,0-0,44371.6,1,0.0
Le Gave d'Oloron du confluent du Lausset au confluent du Saison,43.3825,-0.8747,46.73,0.0,faible/nulle,modere,0-1,268058.0,7,0.0
L'Ariège du confluent de la Courbière au confluent de l'Arnave (incluse),42.8637,1.5861,37.95,0.0,faible/nulle,modere,0-1,151145.6,6,0.0
La Pique du confluent de l'One au confluent de la Garonne,42.8598,0.6279,49.8,0.74,faible/nulle,modere,0-1,335315.4,18,81.4
Le Gave de Lutour,42.8198,-0.0952,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Neste de Clarabide ou du Louron du confluent du Bayet (inclus) au confluent de la Neste,42.859,0.4259,50.14,0.0,faible/nulle,modere,0-1,344917.8,12,0.0
Le Gave des Oulettes de Gaube,42.8093,-0.1383,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
La Neste de Couplan,42.8273,0.1805,35.09,0.0,faible/nulle,modere,0-1,119881.4,1,0.0
Le Gave de Héas du confluent du Campbieil au confluent du Gave de Pau,42.7849,0.0285,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le gave de Pau du confluent du Gave de Cestrède au confluent du Lita d'Aygue,42.8199,0.0468,33.72,0.0,faible/nulle,modere,0-1,105509.0,1,0.0
La Gave de Cauterets de sa source au confluent du Gave des Oulettes de Gaube,42.8206,-0.189,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Gave d'Aspe de sa source au confluent du Gave du Baralet,42.8232,-0.5523,21.67,0.0,faible/nulle,faible,0-0,23722.8,1,0.0
Côtiers du Golo au Bevinco,42.5729,9.4507,90.48,0.0,faible/nulle,fort,0-2,14524222.2,2,0.0
L'Aliso,42.6165,9.2558,77.72,0.0,faible/nulle,fort,0-2,2148984.8,6,0.0
L'Arac de sa source au confluent de l'Aroulac (inclus),42.8508,1.3951,47.73,0.0,faible/nulle,modere,0-1,289777.8,3,0.0
L'Estours,42.8071,1.1243,45.86,0.0,faible/nulle,modere,0-1,253593.8,1,0.0
Le Lez du confluent du ruisseau des Pugues au confluent du Ribérot,42.8462,0.9727,20.04,0.0,faible/nulle,faible,0-0,15489.2,2,0.0
Le Ribérot,42.8196,1.0417,28.1,0.0,faible/nulle,faible,0-0,60254.2,1,0.0
La Campbieil,42.7871,0.0761,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Côtiers du Bevinco,42.583,9.3447,76.04,0.0,faible/nulle,fort,0-2,1853737.0,4,0.0
La Lauch de la Vieille Thur à l'Ill.,48.0205,7.3807,62.82,0.0,faible/nulle,modere,0-1,746269.4,1,0.0
L'Ostriconi,42.6131,9.1318,38.18,0.0,faible/nulle,modere,0-1,153867.0,6,0.0
L'Aston du confluent du Quioulès au confluent de l'Ariège,42.7314,1.6452,17.39,0.0,faible/nulle,faible,0-0,3983.8,2,0.0
La Neste du confluent de la Neste de Rioumajou (incluse) au confluent du Lavedan,42.7994,0.3266,55.53,0.0,faible/nulle,modere,0-1,474046.6,11,0.0
L'Hers vif de sa source au confluent de la Cournette (incluse),42.7956,1.8791,45.21,0.0,faible/nulle,modere,0-1,242793.2,3,0.0
La Neste de sa source au confluent de la Neste de Couplan,42.7646,0.1744,47.94,0.0,faible/nulle,modere,0-1,294184.2,1,0.0
Le Gave d'Ossoue,42.7517,-0.0926,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Agly du el Ròbol à la mer Méditerranée,42.7597,2.8817,40.46,0.0,faible/nulle,modere,0-1,177580.0,2,0.0
L'Alet,42.7722,1.2733,47.91,0.0,faible/nulle,modere,0-1,293747.0,1,0.0
Le Gave de Héas de sa source au confluent du Gave d'Estaubé,42.7414,0.0882,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Garbet,42.7969,1.3198,33.38,0.0,faible/nulle,modere,0-1,102873.0,3,0.0
L'Ill du Dorlbachle au Thalbach.,47.6311,7.2223,21.47,0.0,faible/nulle,faible,0-0,22625.2,3,0.0
La Gravona du ruisseau de Crucoli inclus au ruisseau des Moulins inclus,42.0268,8.9308,43.58,0.0,faible/nulle,modere,0-1,219311.2,5,0.0
Le Salat de sa source au confluent de l'Alet,42.769,1.1839,23.86,0.0,faible/nulle,faible,0-0,34858.8,1,0.0
L'Ariège du confluent du Lavail au confluent de l'Aston,42.7682,1.7368,43.11,0.0,faible/nulle,modere,0-1,213800.2,13,0.0
Côtiers du Golo au Fium Alto,42.4853,9.4695,75.67,0.0,faible/nulle,fort,0-2,1785806.0,6,0.0
Le Golo du ruisseau de Casacconi à la mer Méditerranée,42.5217,9.43,90.5,0.0,faible/nulle,fort,0-2,14563038.8,4,0.0
Le Golo de l'Asco au ruisseau de Sanguinelli inclus,42.492,9.2728,35.69,0.0,faible/nulle,modere,0-1,126925.6,6,0.0
La Pique de sa source au confluent de l'One,42.7337,0.6089,77.91,0.0,faible/nulle,fort,0-2,2179280.6,6,0.0
Le Vicdessos (Soulcem) de sa source au confluent de l'Artigue,42.6571,1.4462,57.8,0.0,faible/nulle,modere,0-1,542755.0,1,0.0
Côtiers de la Têt à l'Agly,42.7335,2.9466,90.69,0.0,faible/nulle,fort,0-2,15606377.0,6,0.0
La Lauze de sa source au confluent de l'Ariège,42.7267,1.9212,30.72,0.0,faible/nulle,faible,0-0,79615.8,2,0.0
L'Ornain du confluent de l'Ormanèon (exclu) au confluent de la Barboure (exclu),48.6191,5.4073,8.13,0.0,faible/nulle,faible,0-0,0.0,2,0.0
La Gravona de sa source au ruisseau de Crucoli,42.0853,9.0488,40.73,0.0,faible/nulle,modere,0-1,181012.2,2,0.0
Le Vicdessos du confluent de l'Artigue au confluent du Saleix,42.7211,1.4612,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'One,42.7917,0.5131,54.52,0.0,faible/nulle,modere,0-1,449619.0,17,0.0
La Neste du confluent de la Neste de Couplan au confluent de la Neste de Rioumajou (incluse),42.7431,0.2839,48.97,0.0,faible/nulle,modere,0-1,313875.6,2,0.0
Le Golo du ruisseau de Sanguinelli au ruisseau de Casacconi inclus,42.4963,9.3554,31.86,0.0,faible/nulle,faible,0-0,88899.2,7,0.0
L'Asco de la Tartagine incluse au Golo,42.5145,9.0786,38.71,0.0,faible/nulle,modere,0-1,159850.2,5,0.0
Le Rizzanese du ruisseau de Codi au Fiumicicoli,41.7719,9.0811,94.41,0.0,faible/nulle,fort,0-2,86860715.8,8,0.0
La Vologne du Barba à la Moselle.,48.1273,6.6003,22.15,0.0,faible/nulle,faible,0-0,25611.8,2,0.0
La Bruyante,42.695,2.0512,76.39,1.76,faible/nulle,fort,0-2,1913521.6,4,84.4
Côtiers du Réart à la Têt,42.6774,2.9929,88.17,0.0,faible/nulle,fort,0-2,8087376.4,4,0.0
El Reart du ruisseau de la Cantarana à l'étang de Canet,42.6579,2.953,58.85,0.0,faible/nulle,modere,0-1,572959.4,1,0.0
L'Aude de la retenue de Puyvalador à la Bruyante,42.6886,2.1303,35.11,0.0,faible/nulle,modere,0-1,120284.6,3,0.0
L'Ariège du confluent de la Lauze au confluent du Lavail (inclus),42.7159,1.7805,69.64,0.0,faible/nulle,fort,0-2,1171859.8,8,0.0
Le Siguer de sa source au confluent de l'Escales (inclus),42.6824,1.544,21.76,0.0,faible/nulle,faible,0-0,24139.2,2,0.0
La Vézère du confluent du Manaurie au confluent de la Beune,44.9425,1.0031,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
L'Oriège de sa source au confluent de l'Ariège,42.6611,1.9235,27.03,0.0,faible/nulle,faible,0-0,52516.6,2,0.0
L'Ariège du confluent de la Coume Vieille au confluent de l'Oriège,42.6502,1.8319,62.93,0.0,faible/nulle,modere,0-1,752484.6,2,0.0
L'Aston de sa source au confluent du Quioulès (inclus),42.6585,1.6639,26.01,0.0,faible/nulle,faible,0-0,47214.4,1,0.0
Le Golo du ruisseau de Ruda inclus au ruisseau de Sumano,42.386,9.0928,96.98,0.0,faible/nulle,fort,0-2,333121270.6,4,0.0
Le Prunelli du ruisseau d'Ese au Montichi inclus,41.9396,8.9625,95.01,12.5,forte,fort,2-2,119774467.6,1,98.2
Le Fium alto,42.4144,9.4092,45.42,0.0,faible/nulle,modere,0-1,246238.0,31,0.0
La Liepvrette du Rombach au Giessen.,48.272,7.3239,36.05,0.0,faible/nulle,modere,0-1,130483.8,1,0.0
L'Asco de sa source à la Tartagine,42.4373,9.0345,90.73,0.0,faible/nulle,fort,0-2,15771928.4,2,0.0
Canal de la Somme du confluent du Canal du Nord 3ème section à l'écluse numéro 14 Epenancourt,49.8039,2.9575,8.13,0.0,faible/nulle,faible,0-0,0.0,0,0.0
Le Tavignano de sa source à la Restonica incluse,42.2573,9.0443,68.31,0.0,faible/nulle,fort,0-2,1087456.4,2,0.0
Le ruisseau de Canella,41.5255,9.1036,76.72,0.0,faible/nulle,fort,0-2,1982156.2,1,0.0
Canal de St-Quentin de l'écluse numéro 23 Fontaine à l'écluse numéro 24 Seraucourt,49.817,3.236,29.16,6.7,forte,faible,2-0,67174.0,1,94.1
Côtiers de la rivière d'Alesani au Fium alto,42.3637,9.4884,61.04,0.0,faible/nulle,modere,0-1,654848.0,11,0.0
Le Fango de sa source au ruisseau de Perticatu inclus,42.3658,8.8437,19.37,0.0,faible/nulle,faible,0-0,12465.4,1,0.0
Le Golo du ruisseau de Sumano inclus à l'Asco,42.3977,9.2342,53.81,0.0,faible/nulle,modere,0-1,430392.2,16,0.0
L'Ariège de sa source au confluent de la Coume Vieille (incluse),42.5737,1.7908,92.94,0.0,faible/nulle,fort,0-2,39729514.8,1,0.0
Ruisseau de Porto,42.2719,8.796,50.86,0.0,faible/nulle,modere,0-1,361832.0,3,0.0
l'Escaut Canalisé de l'écluse numéro 3 Erre à l'écluse numéro 4 Thun-l'Evêque,50.1971,3.2605,24.06,0.0,faible/nulle,faible,0-0,35970.6,1,0.0
Le Prunelli de sa source au ruisseau d'Ese inclus,41.9991,9.0685,56.7,0.0,faible/nulle,modere,0-1,504695.0,1,0.0
Le Rizzanese de sa source au ruisseau de Codi inclus,41.7772,9.1725,82.73,0.0,faible/nulle,fort,0-2,3506852.2,2,0.0
Le Tech du Riucerdà à la rivière de Maureillas,42.5019,2.7721,79.96,5.42,moderee,fort,1-2,2623304.0,3,92.2
Côtiers du rivière d'Alesani incluse à la rivière de Bravona,42.2887,9.4636,89.26,0.0,faible/nulle,fort,0-2,10020010.6,15,0.0
